Map Name,W(1/100),H(1/100),Cap/Gen,Capacity,SP,Avg.LV,Avg.HP,Avg.Exp,Avg.Exp/Gen,Monsters,Limit Portal,Teleport Limit
Alcadno Research Institute : Lab - Area C-1,16,6,9,22,20,95,110000,1399,13990,{'Roid': '20'},0,0
Zenumist Research Institute : Lab - Unit 202,19,5,9,16,16,95,110000,1399,12591,"{'Homunculus': '14', 'Homunscullo': '2(3000)'}",0,0
Alcadno Research Institute : Lab - Area A-1,28,7,25,25,50,94,106000,1358,33950,{'Reinforced Mithril Mutae': '50'},0,0
Ludibrium : Eos Tower 92nd Floor,11,26,23,25,36,94,106000,1358,31234,{'Chirppy': '36'},0,0
Ludibrium : Eos Tower 66th Floor,11,25,20,20,31,94,106000,1358,27160,{'Drumming Bunny': '31'},0,0
Ludibrium : Eos Tower 91st Floor,11,20,18,18,34,94,106000,1358,24444,{'Chirppy': '34'},0,0
Ludibrium : Eos Tower 69th Floor,11,22,17,17,35,94,106000,1358,23086,{'Drumming Bunny': '35'},0,0
Ludibrium : Eos Tower 70th Floor,11,22,17,17,32,94,106000,1358,23086,{'Drumming Bunny': '32'},0,0
Ludibrium : Eos Tower 35th Floor,11,22,16,17,27,94,106000,1358,21728,{'Helly': '27'},0,0
Ludibrium : Eos Tower 9th Floor,11,18,15,15,32,94,106000,1358,20370,{'Tweeter': '32'},0,0
Ludibrium : Eos Tower 68th Floor,11,21,15,15,19,94,106000,1358,20370,{'Drumming Bunny': '19'},0,0
Ludibrium : Eos Tower 67th Floor,11,20,14,15,20,94,106000,1358,19012,{'Drumming Bunny': '20'},0,0
Ludibrium : Eos Tower 31st Floor,11,19,14,14,27,94,106000,1358,19012,{'Propelly': '27'},0,0
Ludibrium : Eos Tower 10th Floor,11,18,13,13,27,94,106000,1358,17654,{'Planey': '27'},0,0
Zenumist Research Institute : Lab - Unit 201,22,6,8,18,14,94,106000,1358,9506,{'Homun': '14'},0,0
Ludibrium : Eos Tower 100th Floor,7,30,17,22,24,93,102000,1316,22372,{'Ratz': '24'},0,0
Ludibrium : Eos Tower 98th Floor,7,23,16,16,20,93,102000,1316,21056,"{'Ratz': '11', 'Black Ratz': '9'}",0,0
Ludibrium : Eos Tower 96th Floor,7,25,15,16,18,93,102000,1316,19740,{'Black Ratz': '18'},0,0
Ludibrium : Eos Tower 95th Floor,7,24,15,15,20,93,102000,1316,19740,{'Black Ratz': '20'},0,0
Ludibrium : Eos Tower 99th Floor,7,23,14,14,23,93,102000,1316,18424,{'Ratz': '23'},0,0
Zenumist Research Institute : Lab - Unit 103,22,6,12,30,14,93,102000,1316,14476,{'Triple Rumo': '14'},0,0
Ludibrium : Eos Tower 97th Floor,7,22,11,13,12,93,102000,1316,14476,"{'Ratz': '4', 'Black Ratz': '8'}",0,0
Alcadno Research Institute : Lab - Area B-1,20,6,10,16,24,93,102000,1316,13160,{'Mithril Mutae': '24'},0,0
Ludibrium : Eos Tower 93rd Floor,7,26,10,16,18,93,102000,1316,13160,{'Green Trixter': '18'},0,0
Ludibrium : Eos Tower 94th Floor,7,25,9,15,15,93,102000,1316,11844,{'Trixter': '10(3)'},0,0
Zenumist Research Institute : Lab - Unit 102,44,7,30,30,60,92,98000,1274,38220,{'Rumo': '60'},0,0
Alcadno Research Institute : Lab - Area A-3,28,8,25,25,50,92,98000,1274,31850,{'Reinforced Iron Mutae': '50'},0,0
Zenumist Research Institute : Lab - Unit 101,19,6,15,15,18,91,94000,1231,18465,{'Cube Slime': '18'},0,0
Alcadno Research Institute : Lab - Area B-3,20,5,12,16,13,91,94000,1231,14772,{'Iron Mutae': '13'},0,0
Sunset Road : Sahel 3,24,12,24,24,40,90,90000,1188,28512,{'Scorpion': '40'},0,0
Sunset Road : The Ruins of Desert Nomads,40,8,24,24,28,90,90000,1188,28512,{'Sand Dwarf': '28'},0,0
Sunset Road : The Desert of Dreams,19,7,14,22,14,90,90000,1188,16632,"{'Scorpion': '4', 'Dark Sand Dwarf': '10'}",0,0
Hidden Street : The Giant of the Sunset,17,7,7,11,7,90,90000,1188,8316,{'Desert Giant': '6(1)'},0,0
The Burning Sands : Outside North Entrance of Ariant,40,8,33,33,38,89,86000,1145,37785,{'Meerkat': '38'},0,0
Sunset Road : North Desert Road 2,40,9,30,30,40,89,86000,1145,34350,{'Kiyo': '40'},0,0
Sunset Road : Sahel 1,33,8,24,24,30,89,86000,1145,27480,{'Sand Rat': '30'},0,0
Sunset Road : The Desert of Red Sand,24,8,15,16,15,89,87600,1162,17430,"{'Sand Dwarf': '6', 'Kiyo': '9'}",0,0
The Burning Sands : North Desert Road 1,25,8,13,18,13,89,86000,1145,14885,{'Meerkat': '13'},0,0
Sunset Road : The Desert of Serenity,16,6,12,13,13,89,88461,1171,14052,"{'Sand Rat': '5', 'Dark Sand Dwarf': '8'}",0,0
Sunset Road : Sahel 2,19,10,11,15,14,89,88285,1169,12859,"{'Sand Rat': '6', 'Scorpion': '8'}",0,0
The Burning Sands : Dry Desert,24,12,34,34,40,88,82000,1100,37400,"{'Ear Plug Plead': '21', 'Scarf Plead': '19'}",0,0
The Burning Sands : White Rock Desert,31,9,34,34,40,88,82000,1100,37400,{'Bellamoa': '40'},0,0
Hidden Street : Bellamoa's Cave,15,9,16,16,18,88,82000,1100,17600,{'Bellamoa': '18'},0,0
The Burning Sands : The Scorching Desert,15,7,14,15,16,88,82000,1100,15400,{'Ear Plug Plead': '16'},0,0
Hidden Street : Frilled Field,14,9,14,14,22,88,82000,1100,15400,{'Scarf Plead': '22'},0,0
The Burning Sands : Cactus Desert 2,25,16,34,34,36,87,78000,1056,35904,"{'Cactus': '18', 'Royal Cactus': '18'}",0,0
The Burning Sands : Cactus Desert 1,27,9,29,29,35,87,78000,1056,30624,{'Cactus': '35'},0,0
Hidden Street : Royal Cactus Desert,16,6,8,8,10,87,78000,1056,8448,{'Royal Cactus': '10'},0,0
The Burning Sands : Tent of the Entertainers,40,7,28,28,30,86,74000,1012,28336,{'Brown Hare': '30'},0,0
The Burning Sands : Outside the West Entrance of Ariant,20,8,16,18,16,86,74000,1012,16192,{'Jr. Cactus': '16'},0,0
The Burning Sands : Outside East Entrance of Ariant,25,7,9,15,9,86,74000,1012,9108,{'White Hare': '9'},0,0
Hidden Street : Young Cactus Desert,14,6,7,8,7,86,74000,1012,7084,{'Jr. Cactus': '7'},0,0
Gelimer Research Lab : Android Research Lab 2,20,8,13,15,13,85,70000,966,12558,"{'AF Android': '7', 'Broken DF Android': '6'}",0,0
Gelimer Research Lab : Android Research Lab 3,26,9,12,20,12,85,70000,966,11592,{'Broken DF Android': '12'},0,0
Gelimer Research Lab : Deep Shaft,20,7,11,15,11,85,70000,966,10626,{'Ore Muncher': '11'},0,0
Gelimer Research Lab : Android Research Lab,20,7,11,14,11,85,70000,966,10626,{'AF Android': '11'},0,0
Verne Mine : Shaft 4,20,8,11,14,11,84,66000,920,10120,{'Guard Robot L': '11'},0,0
Gelimer Research Lab : Security System Research Center 2,20,9,9,15,9,84,66000,920,8280,"{'Security System': '6', 'Enhanced Security System': '3'}",0,0
Gelimer Research Lab : Security System Research Center 3,20,9,8,16,8,84,66000,920,7360,{'Enhanced Security System': '8'},0,0
Gelimer Research Lab : Security System Research Center 1,20,7,7,14,7,84,66000,920,6440,{'Security System': '7'},0,0
Verne Mine : Raccoon Nest,20,7,10,14,10,83,62000,875,8750,{'Racaroni': '10'},0,0
Verne Mine : Dangerous Raccoon Nest,26,7,7,19,7,83,62000,875,6125,{'Raco': '7'},0,0
Verne Mine : Shaft 3,20,8,14,14,16,82,58000,827,11578,{'Cart Bear': '16'},0,0
Verne Mine : Shaft 2,20,9,10,14,10,82,58000,827,8270,{'Big Spider': '10'},0,0
El Nath : Ice Valley II,10,24,12,22,12,81,54000,780,9360,{'White Fang': '12'},0,0
Verne Mine : Shaft Entrance 2,20,6,12,13,12,81,54000,780,9360,{'Guard Robot': '12'},0,0
Verne Mine : Shaft Entrance 1,20,7,10,13,10,81,54000,780,7800,{'Guard Robot': '10'},0,0
Verne Mine : Shaft 1,20,9,10,13,10,81,54000,780,7800,{'Racoco': '10'},0,0
El Nath : Ice Valley I,10,19,18,20,18,80,51777,753,13554,"{'Hector': '10', 'White Fang': '8'}",0,0
El Nath : Icy Cold Field,28,10,18,18,23,80,50000,732,13176,{'Hector': '23'},0,0
Aqua Road : Forked Road : West Sea,24,9,15,18,15,80,50000,732,10980,"{'Sparker': '4', 'Freezer': '11'}",0,0
Aqua Road : Turban Shell Hill,16,10,13,13,26,80,50000,732,9516,"{'Sparker': '18', 'Freezer': '8'}",0,0
Aqua Road : Red Coral Forest,24,16,28,39,31,79,46000,684,19152,{'Poison Poopa': '31'},0,0
Omega Sector : Kulan Field V,21,13,21,24,25,79,48080,708,14868,"{'Ultra Gray': '12', 'Chief Gray': '13'}",0,0
Aqua Road : Crystal Gorge,20,11,21,21,38,79,46000,684,14364,{'Poopa': '38'},0,0
Omega Sector : Kulan Field IV,24,9,19,19,23,79,46521,690,13110,"{'Zeta Gray': '3', 'Ultra Gray': '14', 'Chief Gray': '6'}",0,0
El Nath : Cold Field I,31,10,18,18,27,79,46000,684,12312,{'Pepe': '27'},0,0
El Nath : Cold Field II,31,10,17,17,21,79,46000,684,11628,{'Dark Pepe': '21'},0,0
Hidden Street : The Crown-Flyer,19,12,12,12,22,79,46000,684,8208,"{'Pepe': '12', 'Dark Pepe': '10'}",0,0
Aqua Road : Ocean I.C,14,12,17,17,33,78,42000,635,10795,"{'Scuba Pepe': '12', 'Jr. Seal': '21'}",0,0
El Nath : Watch Out for Icy Path II,31,8,17,17,20,78,42000,635,10795,"{'Jr. Yeti': '4', 'Dark Jr. Yeti': '16'}",0,0
Hidden Street : Penguin's Playground,20,8,16,18,19,78,42000,635,10160,{'Scuba Pepe': '19'},0,0
El Nath : Watch Out for Icy Path I,29,9,14,16,14,78,42000,635,8890,{'Jr. Yeti': '14'},0,0
Orbis : Orbis Tower<B2>,5,24,12,12,19,78,42000,635,7620,{'Scuba Pepe': '19'},0,0
Aqua Road : Forked Road : East Sea,24,10,9,13,12,78,42000,635,5715,{'Mask Fish': '12'},0,0
Sakura Castle : Tsukino Tower 5th Floor,17,3,7,15,8,78,42000,635,4445,{'Sakura Samurai': '8'},0,0
Aqua Road : Sand Castle Playground,20,18,35,39,36,77,38000,584,20440,"{'Flower Fish': '25', 'Krip': '11'}",0,0
Aqua Road : Big Fish Valley,16,15,25,25,40,77,38000,584,14600,"{'Bubble Fish': '25', 'Flower Fish': '15'}",0,0
Aqua Road : The Seaweed Tower,18,14,23,23,37,77,39189,599,13777,"{'Krip': '26', 'Mask Fish': '11'}",0,0
El Nath : Snowy Hill,35,9,19,19,28,77,38000,584,11096,{'Jr. Pepe': '28'},0,0
Omega Sector : Kulan Field II,24,10,17,21,18,77,39555,603,10251,"{'Barnard Gray': '11', 'Zeta Gray': '7'}",0,0
Orbis : Orbis Tower <1st Floor>,5,24,16,19,30,77,38000,584,9344,{'Jr. Pepe': '30'},0,0
Hidden Street : The Hidden Town,19,11,15,15,26,77,38000,584,8760,{'Krip': '26'},0,0
Orbis : Orbis Tower <3rd Floor>,5,22,14,14,34,77,38000,584,8176,{'Dark Leatty': '34'},0,0
Orbis : Orbis Tower <5th Floor>,5,22,14,14,32,77,38000,584,8176,{'Leatty': '32'},0,0
Orbis : Orbis Tower <4th Floor>,5,21,13,13,28,77,38000,584,7592,{'Dark Leatty': '28'},0,0
Orbis : Orbis Tower <6th Floor>,5,17,11,11,29,77,38000,584,6424,{'Leatty': '29'},0,0
Orbis : Orbis Tower <2nd Floor>,5,21,10,10,30,77,38000,584,5840,{'Jr. Pepe': '30'},0,0
Orbis : Orbis Tower <19th Floor>,5,22,15,15,25,76,34000,535,8025,{'Jr. Sentinel': '25'},0,0
Aqua Road : Blue Seaweed Road,16,10,14,14,33,76,34000,535,7490,"{'Cico': '17', 'Krappy': '16'}",0,0
Orbis : Orbis Tower <20th Floor>,5,22,11,16,20,76,34000,535,6955,{'Jr. Sentinel': '20'},0,0
Hidden Street : Fish Resting Spot,16,9,13,13,19,76,34000,535,6955,"{'Seacle': '13', 'Cico': '6'}",0,0
Orbis : Orbis Tower <7th Floor>,5,20,12,12,33,76,34000,535,6420,{'Ice Sentinel': '33'},0,0
Orbis : Orbis Tower <16th Floor>,5,21,11,20,16,76,34000,535,5885,{'Fire Sentinel': '16'},0,0
Orbis : Orbis Tower <17th Floor>,5,17,11,11,28,76,34000,535,5885,"{'Sentinel': '19', 'Fire Sentinel': '9'}",0,0
Orbis : Orbis Tower <8th Floor>,5,21,10,10,27,76,34000,535,5350,{'Ice Sentinel': '27'},0,0
Orbis : Orbis Tower <18th Floor>,5,17,10,10,21,76,34000,535,5350,{'Sentinel': '21'},0,0
Orbis : Strolling Path II,41,12,40,40,58,75,30000,484,19360,{'Dark Nependeath': '1(600)'},0,0
Aqua Road : Mushroom Coral Hill,16,14,23,23,40,75,33200,524,12052,"{'Seacle': '12', 'Krappy': '20', 'Pinboom': '8'}",0,0
Aqua Road : The Sharp Unknown,16,13,19,19,34,75,30823,494,9386,"{'Seacle': '7', 'Pinboom': '27'}",0,0
Orbis : Disposed Flower Garden,23,11,17,17,30,75,30000,484,8228,"{'Dark Nependeath': '12', 'Nependeath': '18'}",0,0
Orbis : Strolling Path,27,11,6,16,22,75,30000,484,2904,{'Nependeath': '1(800)'},0,0
The Afterlands : Skyward Branches,32,7,16,22,16,75,1000,10,160,{'Treasure Thief Moustrosity': '16'},1,1
The Afterlands : Field of Perspiration,21,10,15,15,19,75,1000,10,150,"{'Mushroom Marauder': '7', 'Battle Balrog': '12'}",1,1
The Afterlands : Field of Longing,21,9,15,15,15,75,1000,10,150,{'Mushroom Marauder': '15'},1,1
The Afterlands : Field of Inspiration,21,9,15,15,15,75,1000,10,150,{'Battle Balrog': '15'},1,1
The Afterlands : Field of Glimmering Trees,24,10,14,21,14,75,1000,10,140,"{'Rampike': '8', 'Raven': '6'}",1,1
The Afterlands : Field of Music,32,7,14,18,14,75,1000,10,140,{'Food Thief Moustrosity': '14'},1,1
The Afterlands : Field of Soft Sunlight,32,7,14,18,14,75,1000,10,140,"{'Food Thief Moustrosity': '6', 'Treasure Thief Moustrosity': '8'}",1,1
The Afterlands : Field of Glittering White,24,8,13,19,13,75,1000,10,130,"{'Rampike': '12', 'Raven': '1'}",1,1
The Afterlands : World of Pure Imagination,20,12,13,18,13,75,1000,10,130,"{'Papercraft Menace': '5', 'Papercraft Horror': '8'}",1,1
The Afterlands : Sparkling Field,18,10,13,16,13,75,1000,10,130,"{'Rampike': '3', 'Raven': '10'}",1,1
The Afterlands : Field of Melody,20,7,12,18,12,75,1000,10,120,{'Papercraft Horror': '12'},1,1
The Afterlands : Field of Rainbow Balloons,20,10,12,18,12,75,1000,10,120,{'Papercraft Menace': '12'},1,1
Orbis : Cloud Park V,38,24,40,40,72,74,28000,458,18320,{'Luster Pixie': '72'},0,0
Orbis : Cloud Park II,33,13,40,40,60,74,28000,458,18320,{'Star Pixie': '60'},0,0
Orbis : Cloud Park IV,19,20,31,40,36,74,28000,458,14198,{'Lunar Pixie': '36'},0,0
Orbis : Cloud Park III,23,21,29,40,29,74,28000,458,13282,{'Lunar Pixie': '29'},0,0
Orbis : Cloud Park VI,22,18,23,40,28,74,28000,458,10534,{'Luster Pixie': '28'},0,0
Orbis : Garden of Darkness II,14,27,34,40,54,73,26000,433,14722,{'Lucida': '54'},0,0
Sakura Castle : Kappa Creek Forest,19,6,16,16,18,73,26000,433,6928,{'Sakura Kappa': '18'},0,0
Orbis : Stairway to the Sky II,15,15,6,6,8,73,26000,433,2598,{'Lucida': '8'},0,0
Orbis : Garden of Darkness I,26,15,39,40,48,72,24000,408,15912,{'Jr. Lucida': '48'},0,0
Orbis : Cloud Park I,18,20,28,29,28,72,24857,417,11676,"{'Jr. Lioner': '11', 'Star Pixie': '17'}",0,0
Orbis : Garden of Yellow II,34,13,40,40,66,71,22000,382,15280,{'Lioner': '66'},0,0
Orbis : Garden of Green II,37,13,40,40,66,71,22000,382,15280,{'Grupin': '66'},0,0
Orbis : Garden of Red II,34,14,40,40,52,71,22000,382,15280,{'Cellion': '52'},0,0
Orbis : Stairway to the Sky I,18,20,24,33,28,71,22000,382,9168,"{'Cellion': '8', 'Lioner': '11', 'Grupin': '9'}",0,0
Orbis : Garden of Red I,17,15,18,25,22,70,20000,355,6390,{'Jr. Cellion': '22'},0,0
Orbis : Garden of Green I,17,15,18,22,23,70,20000,355,6390,{'Jr. Grupin': '23'},0,0
Orbis : Garden of Yellow I,17,15,18,22,22,70,20000,355,6390,{'Jr. Lioner': '22'},0,0
Orbis : The Road to Garden of 3 Colors,18,15,13,13,21,70,20000,355,4615,"{'Jr. Cellion': '7', 'Jr. Lioner': '7', 'Jr. Grupin': '7'}",0,0
Cursed Temple : Gloomy Temple,20,9,10,12,10,70,20000,355,3550,"{'Tauromacis': '5', 'Taurospear': '5'}",0,1
Cursed Temple : Forbidden Altar,15,8,8,9,8,70,20000,355,2840,{'Taurospear': '8'},0,1
Cursed Temple : Endless Hallway,20,8,7,11,9,70,20000,355,2485,"{'Tauromacis': '2(60)', 'Taurospear': '4'}",0,1
Cursed Temple : Collapsed Temple,19,9,7,11,8,70,20000,355,2485,{'Tauromacis': '8'},0,1
Drake Cave : Cave Exit,17,12,17,17,21,69,19000,342,5814,{'Dark Drake': '21'},0,0
Hidden Street : End of Cave,17,10,13,13,15,69,19000,342,4446,{'Dark Drake': '15'},1,1
Hidden Street : Silent Stillness 2,21,9,11,12,11,69,19000,342,3762,{'Wild Kargo': '11'},0,1
Hidden Street : Silent Stillness 1,21,9,10,12,10,69,19000,342,3420,{'Wild Kargo': '10'},0,1
Cursed Temple : Temple Entrance,21,8,8,12,8,69,19000,342,2736,{'Wild Kargo': '8'},0,1
Drake Cave : Chilly Cave,19,15,24,24,26,68,18000,329,7896,{'Ice Drake': '26'},0,0
Drake Cave : Cold Wind,19,14,22,22,25,68,18000,329,7238,{'Ice Drake': '25'},0,0
Drake Cave : Cave Cliff,14,17,21,21,28,68,18000,329,6909,{'Red Drake': '28'},0,0
Drake Cave : Sunless Area,17,10,21,21,23,67,17000,316,6636,{'Drake': '23'},0,0
Swamp : Silent Swamp,16,15,22,22,23,66,16000,302,6644,{'Copper Drake': '23'},0,0
Swamp : Humid Swamp,21,8,21,22,21,66,16000,302,6342,{'Copper Drake': '21'},0,0
Dark Cave : Ant Tunnel Square 2,34,20,40,40,97,65,15000,289,11560,"{'Zombie Mushroom': '85', 'Annoyed Zombie Mushroom': '12'}",0,0
Dark Cave : Ant Tunnel Square 1,34,27,40,40,50,65,15000,289,11560,"{'Zombie Mushroom': '14', 'Annoyed Zombie Mushroom': '36'}",0,0
Excavation Site : Prohibited Area,18,12,18,18,19,65,15000,289,5202,{'Skeleton Commander': '19'},0,0
Viking Airship : Galley,30,5,11,18,11,65,15000,289,3179,{'Master Squid': '11'},0,0
Excavation Site : Closed Area,19,16,26,28,28,64,14200,278,7228,{'Skeleton Officer': '28'},0,0
Excavation Site : Military Camp 3,10,20,19,20,22,64,14200,278,5282,{'Skeleton Officer': '22'},0,0
Viking Airship : Ship Deck 2,21,10,12,13,12,64,14200,278,3336,{'Serious Viking': '12'},0,0
Viking Airship : Up In the Sails,9,14,12,12,16,64,14200,278,3336,"{'Solemn Viking': '5', 'Serious Viking': '11'}",0,0
Viking Airship : Ship Deck 1,21,9,12,12,12,64,14200,278,3336,{'Solemn Viking': '12'},0,0
Dungeon : Drake's Meal Table,22,33,34,40,37,63,16954,307,10438,"{'Red Drake': '21', 'Wild Kargo': '13', 'Bob': '3'}",0,0
Excavation Site : Excavation Danger Zone,16,16,27,28,28,63,13400,266,7182,{'Skeleton Soldier': '28'},0,0
Mushroom Castle : Castle Wall 1,22,14,17,26,17,63,13400,266,4522,{'Warm Viking': '17'},0,0
Excavation Site : Military Camp 2,9,16,16,16,18,63,13400,266,4256,{'Skeleton Soldier': '18'},0,0
Mushroom Castle : Castle Wall 2,26,14,15,28,15,63,13400,266,3990,"{'Warm Viking': '7', 'Generous Viking': '8'}",0,0
Mushroom Castle : Castle Wall 3,24,14,15,23,15,63,13400,266,3990,{'Generous Viking': '15'},0,0
Excavation Site : Military Camp 1,9,17,21,22,21,62,12600,256,5376,"{'Skeledog': '5', 'Mummydog': '16'}",0,0
Excavation Site : Excavation Intermission Area,16,10,20,20,28,62,12600,256,5120,"{'Skeledog': '17', 'Mummydog': '11'}",0,0
Mushroom Castle : On the Castle Walls 2,28,13,18,29,18,62,12600,256,4608,"{'Exhausted Viking': '8', 'Tired Viking': '10'}",0,0
Mushroom Castle : On the Castle Walls 3,28,13,16,25,16,62,12600,256,4096,{'Tired Viking': '16'},0,0
Korean Folk Town : Fox Ridge,21,9,16,16,20,62,12600,256,4096,{'Samiho': '20'},0,0
Hidden Street : Moon Ridge,17,8,13,14,18,62,12600,256,3328,{'Samiho': '18'},0,0
Mushroom Castle : On the Castle Walls 1,30,12,11,20,12,62,12600,256,2816,{'Exhausted Viking': '12'},0,0
Excavation Site : Excavation Completion Area,19,10,15,15,21,61,11800,245,3675,{'Rocky Mask': '21'},0,0
Mushroom Castle : Castle Corridor 2,33,5,13,18,13,61,11800,245,3185,{'Mushroom Knight Armor': '13'},0,0
Eternal Forest : Forest Depths 4,27,7,22,24,22,60,5500,194,4268,{'Bramble': '22'},0,0
Excavation Site : Initial Excavation Area,19,10,14,14,18,60,11000,233,3262,{'Wooden Mask': '18'},0,0
Mushroom Castle : Castle Corridor 1,33,5,13,18,13,60,11000,233,3029,{'Mushroom Chandelier': '13'},0,0
Zipangu : Encounter with the Buddha,28,3,13,13,18,60,7275,209,2717,"{'Samiho': '4', 'Bamboo Warrior': '1(3600)', 'Water Goblin': '12'}",0,0
Burnt Land : Ash-Covered Land,25,10,30,30,35,58,9800,215,6450,{'Fire Boar': '35'},0,0
Burnt Land : Burning Heat,23,12,19,19,20,57,9530,210,3990,"{'Fire Boar': '11', 'Iron Boar': '9'}",0,0
Burnt Land : Armor Pig Land,22,13,18,19,18,57,9200,206,3708,{'Iron Boar': '18'},0,0
Zipangu : Vanished Village,28,3,15,15,26,57,7196,198,2970,"{'Samiho': '8', 'Bamboo Warrior': '1(2400)', 'Paper Lantern Ghost': '4', 'Water Goblin': '1(1)'}",0,0
Burnt Land : Wild Pig Land,25,11,25,25,29,56,8600,197,4925,{'Iron Hog': '29'},0,0
Burnt Land : Wild Boar Land,27,11,29,29,38,55,8000,187,5423,"{'Wild Boar': '22', 'Terrified Wild Boar': '16'}",0,0
Riena Strait : Glacial Debris,27,9,19,19,19,54,7600,217,4123,{'Shaver Bot': '19'},0,1
Riena Strait : Glacier Melting Camp,22,8,14,14,14,54,7600,217,3038,{'Warmer Bot': '14'},0,1
Ruenna's Home : 2nd Floor Attic 1,20,10,29,29,29,53,7200,210,6090,"{'Hay Bundle': '14', 'Dust Bundle': '15'}",0,0
Elodin : Deepening Forest 3,21,9,28,31,31,53,7200,210,5880,{'Forest Glimmerfox': '31'},0,0
Ruenna's Home : 2nd Floor Attic 2,20,9,28,29,29,53,7200,210,5880,{'Dust Bundle': '29'},0,0
Ruenna's Home : First Floor Corridor,20,10,28,29,29,53,7200,210,5880,{'Hay Bundle': '29'},0,0
Elodin : Twilit Forest 4,21,9,26,28,28,53,7200,210,5460,{'Deep Spring Sprite': '28'},0,0
Elodin : Twilit Forest 3,21,9,24,26,26,53,7200,210,5040,"{'Blue Spring Sprite': '11', 'Deep Spring Sprite': '15'}",0,0
Elodin : Silent Forest,21,9,22,30,30,53,7200,210,4620,"{'Thorny Bramble': '13', 'Forest Howlet': '17'}",0,0
Elodin : Deepening Forest 4,21,9,21,24,24,53,7200,210,4410,"{'Forest Glimmerfox': '12', 'Night Glimmerfox': '12'}",0,0
Elodin : Shadowy Forest,21,9,19,28,28,53,7200,210,3990,"{'Thorny Bramble': '11', 'Night Howlet': '17'}",0,0
Elodin : Deepening Forest 5,21,9,19,23,23,53,7200,210,3990,{'Night Glimmerfox': '23'},0,0
Elodin : Quieting Forest,21,9,18,25,25,53,7200,210,3780,"{'Thorny Bramble': '6', 'Forest Howlet': '10', 'Night Howlet': '9'}",0,0
Elodin : Twilit Forest 2,21,7,15,18,18,53,7200,210,3150,{'Blue Spring Sprite': '18'},0,0
Riena Strait : Underwater Ice Cave 2,21,3,11,11,11,53,7200,210,2310,"{'Possibly-Evil Seal': '6', 'Possibly-Evil Walrus': '5'}",0,1
Riena Strait : Underwater Ice Cave 1,21,3,10,15,15,53,7200,210,2100,{'Possibly-Evil Seal': '15'},0,1
Riena Strait : Underwater Ice Cave 3,21,3,10,10,10,53,7200,210,2100,{'Possibly-Evil Walrus': '10'},0,1
Riena Strait : Polluted Glacier 1,18,8,16,16,16,52,6800,202,3232,{'Corrupter Barrel': '16'},0,1
Riena Strait : Polluted Glacier 3,19,10,16,16,16,52,6800,202,3232,{'Polluter Barrel': '16'},0,1
Riena Strait : Polluted Glacier 2,18,9,12,12,12,52,6800,202,2424,"{'Corrupter Barrel': '6', 'Polluter Barrel': '6'}",0,1
Riena Strait : Fossil Foundry 1,17,8,15,15,15,51,6400,194,2910,{'Ammonite Grumpil': '15'},0,1
Riena Strait : Fossil Foundry 3,17,8,15,15,15,51,6400,194,2910,{'Fish Grumpil': '15'},0,1
Riena Strait : Fossil Foundry 2,17,9,15,15,15,51,6400,194,2910,"{'Ammonite Grumpil': '8', 'Fish Grumpil': '7'}",0,1
Hidden Street : Cave within a Cave,38,8,14,14,15,51,6400,162,2268,{'Firebomb': '15'},0,1
Swamp Region : Deep Mire,32,12,33,36,34,50,6000,156,5148,{'Muddy Sprout Monster': '34'},0,0
Swamp Region : Unseen Danger,37,11,30,34,37,49,5760,151,4530,"{'Muddy Swamp Monster': '36', 'Dyle': '1(600)'}",0,0
Swamp Region : Dangerous Croco,33,11,29,29,29,47,5280,143,4147,{'Croco': '29'},0,0
Swamp Region : Wild Crocodile Swamp,31,12,31,34,31,46,5040,139,4309,{'Ligator': '31'},0,0
Kerning City Subway : Line 2 Area 2,26,8,24,24,45,45,4800,134,3216,{'Wraith': '45'},0,0
Kerning City Subway : Line 2 Area 3,33,8,22,22,64,45,4800,134,2948,{'Shade': '64'},0,0
Swamp Region : The Swamp of Despair,20,8,21,24,27,45,4800,134,2814,{'Jr. Necki': '27'},0,0
Kerning City Subway : Line 2 <Area 3>,39,11,20,20,69,45,4800,134,2680,"{'Wraith': '68', 'Shade': '1(3600)'}",0,0
Kerning City Subway : Line 1 <Area 4>,39,11,20,20,57,45,4800,134,2680,"{'Wraith': '56', 'Shade': '1(3600)'}",0,0
Kerning City Subway : Line 1 Area 3,24,8,12,12,37,45,4800,134,1608,{'Wraith': '37'},0,0
Land of the Dead : Neglected Cemetary,26,7,9,10,9,45,4800,134,1206,{'Lost Specter': '9'},1,1
Land of the Dead : Neglected Cemetary,26,7,9,10,9,45,4800,134,1206,{'Lost Specter': '9'},1,1
Land of the Dead : Grave of the Wandering Dead,26,8,6,10,6,45,4800,134,804,{'Lost Specter': '6'},1,1
Land of the Dead : Grave of the Wandering Dead,26,8,6,10,6,45,4800,134,804,{'Lost Specter': '6'},1,1
Kerning City Subway : Line 1 Area 1,24,8,16,16,44,44,4600,131,2096,{'Jr. Wraith': '44'},0,0
Zipangu : A Night in the Forest,32,3,15,17,16,44,4040,128,1920,"{'Samiho': '3', 'Bamboo Warrior': '1(2400)', 'Paper Lantern Ghost': '7(1)'}",0,0
Kerning City Subway : Line 2 Area 1,22,8,12,12,50,44,4600,131,1572,{'Jr. Wraith': '50'},0,0
